transaction_id,card_id,operation_date,operation_type,operation_ammount,operation_desc
5d17e5c1-992c-4330-afa4-85941ac38ecc,370,2026-01-17,output,1154.2,Compra en panadería
d99bcc0b-b579-461c-a10a-f8dbf9f90e8e,386,2026-01-17,input,2339.47,Bonificación bancaria
fa7704cf-9a07-45e3-9354-f1045553e1bd,434,2026-01-17,output,2821.54,Pago de internet
a944f754-36ba-496d-9e11-b66f5c085636,486,2026-01-17,output,2822.98,Pago de telefonía móvil
a2ca5b12-c042-40dc-887a-69771a6f3a5d,558,2026-01-17,input,12119.52,Depósito en efectivo
00fce84e-3230-485c-8799-5694f8da51bc,572,2026-01-17,input,12274.86,input por reclamación
ddf6e44e-17aa-49fb-bbf3-0c9d26891b35,409,2026-01-18,output,2935.71,Compra en Supermercado
b6fe68cd-bf5a-4123-b925-52325a57da4d,449,2026-01-18,input,12824.47,Pago recibido de cliente
83f6b1fd-828e-4cca-b477-6b756e77a7d4,203,2026-01-19,output,3898.23,Compra en tienda departamental
69b279aa-333d-494d-b4bb-46ffd0539a9c,207,2026-01-19,output,3561.15,Gasolina estación de servicio
c5567e49-ba4c-4c52-ba3c-3f758b576fb5,235,2026-01-19,output,2277.94,Compra en línea Amazon
8009210d-80b7-4bee-b47d-ecf303183550,253,2026-01-19,output,3930.77,Pago de gimnasio
4f759aae-e513-402a-b66d-47a52ae6dce3,284,2026-01-19,output,2218.78,Compra en farmacia
c7c8b055-19a3-470c-83fe-0099d01f7afd,316,2026-01-19,output,2926.22,Compra en Uber
6d178a4a-973e-477d-8e87-e6580592c5ad,340,2026-01-19,output,672.36,Suscripción de software
98608594-02a1-4388-8de1-f6a7876d5421,369,2026-01-19,input,14966.01,Pago de nómina
4a2deb96-02fb-42ba-ac7f-614e47675c91,404,2026-01-19,output,3268.2,Pago de servicios públicos
25b9d734-3fd8-46a2-af97-77cfdef2c3a9,419,2026-01-19,output,4453.65,Pago de Spotify
2b552241-0741-47c7-a98c-1a2201f9ebc9,451,2026-01-19,output,2320.39,Pago de gimnasio
b1588283-4bcf-49bf-8ce2-ee9e821155f6,557,2026-01-19,output,1275.71,Pago de Spotify
759f5596-79b4-4645-8ffc-8bd7a8b94738,115,2026-01-20,output,2280.96,Compra en ferretería
e33f2cd7-6aea-4044-acf5-a54e9841c612,173,2026-01-20,output,4385.93,Compra en panadería
8fd2ec13-ffeb-472f-82e3-1791430718e1,262,2026-01-20,output,1386,Compra en línea Amazon
d96152fe-bcb7-4afa-b2cd-e8c70af373cc,272,2026-01-20,output,2970.81,Compra en línea Amazon
d0b841bd-4000-41bd-a81a-5aea93a0fb38,302,2026-01-20,input,13159.89,input por reclamación
75c3eb3d-a612-457f-a044-6920784663f1,320,2026-01-20,input,7517.51,Bonificación bancaria
746f3191-4516-49d6-98a7-4e98023d3d43,343,2026-01-20,output,467.81,Compra en línea Amazon
7abecf2f-1aab-4ad4-a452-e051782297a4,362,2026-01-20,input,325.61,Devolución de compra
68911e65-efd1-4b1b-abdf-dfdbebc226dc,364,2026-01-20,output,4425.28,Compra en electrónica
ffcc98a8-418f-40e4-94cb-e1e279d75a34,517,2026-01-20,input,9858.73,Bonificación bancaria
c30ed7c9-bbff-4b1e-b887-0d2e86c5b59e,140,2026-01-21,output,4527.58,Compra en farmacia
c0624d89-ba70-4076-90c5-39cf20085ffb,218,2026-01-21,input,3156.09,Pago de mensualidad
644baf62-45d2-4d26-983f-83eb7e8d3b8c,315,2026-01-21,output,1141.9,Compra en ferretería
1231e6b5-71a8-4e89-b46e-ed75950b6be2,559,2026-01-21,output,2674.6,Compra en tienda departamental
e11e126a-8434-4f42-8eee-c60a69a1d6e6,196,2026-01-22,output,758.5,Pago de Spotify
c620417f-0e8e-4a56-b1f0-9ada4bf70a3b,367,2026-01-22,output,398.64,Compra en línea Amazon
21d7c879-6f26-40bf-ae30-258f36630579,431,2026-01-22,input,12838.2,Transferencia recibida
95b679f4-7d44-4e59-97d6-56d9b36eb167,470,2026-01-22,output,49.24,Pago en restaurante
71ddcde5-9bf4-4b0d-b6b8-fdc4b4612f6d,498,2026-01-22,output,4211.31,Pago de telefonía móvil
889f0d6b-885b-4835-bb15-2de824c4bf60,528,2026-01-22,output,2654.74,Compra en tienda departamental
a46a6b8b-0957-48c1-a6a3-109e378bc03a,146,2026-01-23,output,3267.76,Compra en panadería
4bb02cb9-95d8-4958-a89a-6a15c5feea8d,303,2026-01-23,input,10559.87,Depósito en efectivo
7a97fc23-e83c-4192-becf-d9f7a044a2b6,364,2026-01-23,output,3620.78,Pago de gimnasio
9af2825e-3e7d-484c-82d7-3219e4caee90,465,2026-01-23,output,3633.28,Pago en restaurante
c18329ef-1466-47a4-aa9f-d41664dca0b1,588,2026-01-23,output,1752.9,Compra en librería
f9ca881c-ba5f-4a1d-9402-a7b0c24bd9e5,213,2026-01-24,output,3691.03,Pago de servicios públicos
bf5cea3f-d75b-43e7-9088-4a7cde52b49a,457,2026-01-24,input,1904.82,Transferencia recibida
9f86f73f-95f3-4d4c-9fdb-c997e4656a68,125,2026-01-25,output,2295.75,Compra en librería
599aa864-274d-41d5-aed9-90b5f56bf6ad,134,2026-01-25,output,4986.51,Compra en cafetería
85cbbea9-ffdb-4a38-b6d6-5d2e45e10a63,144,2026-01-25,output,3709.71,Pago de servicios públicos
e3b9a549-0de3-49f1-ab00-eedafff2d739,218,2026-01-25,output,2214.22,Pago de gimnasio
ebdab606-a5af-473b-8598-e1ce5d4246ba,223,2026-01-25,output,1440.07,Compra en tienda departamental
288fa799-b941-47d9-b8d9-031131e26afb,233,2026-01-25,output,3894.84,Compra en panadería
c9f04c4b-4593-4fb2-96e0-d0d176de5ae4,513,2026-01-25,output,2920.52,Pago de gimnasio
8552d7b2-4984-4572-a62f-ae2705a0ab49,116,2026-01-26,output,452.27,Suscripción de software
f364ca2d-fab5-4cf9-a2ec-660953857944,240,2026-01-26,output,2314.31,Suscripción de software
5d895d78-48d4-45eb-91e8-ef5af911a198,257,2026-01-26,output,1575.45,Compra en tienda departamental
f496fc46-151c-441f-82d3-2044298a3011,495,2026-01-26,input,5698.74,Reembolso de servicio
aa0ce0eb-afc9-43bf-ab52-0101f9067b30,115,2026-01-27,output,4785.85,Pago de telefonía móvil
8a4c3e55-ba58-4e16-960d-04440fbd662d,134,2026-01-27,output,4815.83,Compra en tienda departamental
2e9ea487-d94f-448e-9f31-d73aa39ba58f,356,2026-01-27,output,1437.57,Retiro en cajero ATM
9d426a85-1ae4-40eb-ad6e-411c018e0617,358,2026-01-27,input,1012.9,Pago recibido de cliente
803fc84a-dcb3-42a1-b3ec-5f193cd1d359,432,2026-01-27,output,594.5,Compra en línea Amazon
c9ec20e7-eab0-48c9-8a68-142837160a64,530,2026-01-27,output,3132.29,Compra en tienda departamental
ff0a2e2e-b647-40f3-8a4f-5e25dc1f26bf,539,2026-01-27,output,4468.95,Compra en electrónica
2382cc33-d873-4cb9-b271-51fdddfc5c10,558,2026-01-27,output,284.87,Gasolina estación de servicio
de04704f-5257-47d8-b680-c2ca64eb2981,592,2026-01-27,output,2179.32,Compra en farmacia
34be16ab-a451-4608-91f2-a9becb70c9eb,117,2026-01-28,input,9901.22,Transferencia entre cuentas
bbf9ee90-fee3-41a8-afef-5520be066ff9,228,2026-01-28,output,3099.15,Compra en farmacia
0195b30d-3900-4191-8e06-9ce456cb7471,255,2026-01-28,output,4308.15,Pago de servicios públicos
a319f2df-31e7-4a83-8372-d3b3e202b00b,255,2026-01-28,input,10123.2,Pago de mensualidad
617b018a-c031-4601-b5df-24fb43299f02,277,2026-01-28,output,3357.87,Pago de internet
0d6e2ac5-5283-451c-ab7a-3a79badf10a1,278,2026-01-28,output,2223.36,Compra en tienda departamental
42455104-dbba-480e-9807-5fe935ea9191,461,2026-01-28,output,4453.07,Retiro en cajero ATM
426855f6-aa2d-4c5a-bf4f-39d45a476e6f,541,2026-01-28,input,2888.47,Devolución de compra
cb23d108-11f2-434e-aac3-20f00a3124d2,133,2026-01-29,output,4096.93,Suscripción de software
b59c8509-315f-4831-b8ba-cb78b538b693,521,2026-01-29,input,5552.81,input por reclamación
69f85717-1985-47bc-a6b8-bf1f5c2164fc,144,2026-01-30,output,960.07,Compra en línea Amazon
88c2645f-b87b-443d-a1ca-f3e5378c0dbf,325,2026-01-30,output,2401.49,Compra en ferretería
85d424bb-3eae-460b-bd93-0b3c0aab5592,511,2026-01-30,output,1810.53,Pago de Spotify
d1c56068-b272-4f22-bedd-67ea8c6fc9e4,576,2026-01-30,output,3559.35,Compra en tienda departamental
8b430270-8b20-4d5d-bd1b-8a9cda73d8f4,597,2026-01-30,output,4601.43,Pago en restaurante
95ac111a-6b0c-45f9-85a2-467c5eea43d9,174,2026-01-31,output,2926,Pago de servicios públicos
e8718caa-7773-4bcb-b4fc-cf9ecb5c6fc0,178,2026-01-31,input,13494.41,Transferencia entre cuentas
67bc6f7b-b330-4a6b-868e-6583024af07b,246,2026-01-31,output,855.4,Pago de Netflix
67ee8265-9932-4075-9567-3495d92e48b2,340,2026-01-31,input,8411.24,Transferencia recibida
568b6d3f-6e7b-4ebf-880c-6d2ea6900030,407,2026-01-31,input,2930.36,Bonificación bancaria
a785ab65-4d4f-49f3-93bb-016f58ee43ba,456,2026-01-31,output,4498.8,Compra en tienda departamental
1c91c4eb-b088-4987-8382-2f68a88e79fb,204,2026-02-01,input,602.4,Pago de mensualidad
8f473fd8-adc9-414f-b25a-efc1413310ef,359,2026-02-01,input,13097.33,Pago de mensualidad
f1263014-3c6a-4840-b38e-6063199fa0ff,410,2026-02-01,output,1616.83,Suscripción de software
6e52948d-2ca4-4d87-93a9-684ca131b33e,476,2026-02-01,output,1368.42,Retiro en cajero ATM
6d8325cf-66c8-459f-9476-30d6fde80a8b,540,2026-02-01,output,4681.82,Compra en ferretería
21b36840-17b8-4e13-972a-a55b17fe2b7c,572,2026-02-01,input,4513.22,Bonificación bancaria
b3644c8e-53a3-456a-bd6f-dfcb8a20b010,262,2026-02-02,output,2174.34,Pago de Netflix
34aea9c5-9804-4858-9443-fd26a8380a56,295,2026-02-02,output,4769.11,Compra en panadería
fadcfaa9-2e8c-44c6-8fa1-80365adb7ff1,135,2026-02-03,output,618.25,Compra en Supermercado
26326bb2-50b7-4040-b85e-2e5a9ce7b61e,151,2026-02-03,output,2530.75,Compra en librería
5e401963-6a8d-4519-9313-e5e7a427a9c7,212,2026-02-03,output,3242.35,Compra en tienda departamental
2b9c9cb6-9430-4615-95db-f5bce647a73b,268,2026-02-03,output,3469.95,Pago en restaurante
00ad8f59-fd67-4ef1-8746-2337eff9a4ce,285,2026-02-03,output,3145.89,Compra en farmacia
00fbfc14-0185-4f49-8c50-fb3396bad562,328,2026-02-03,output,4864.19,Compra en librería
b2c3b328-5180-4674-bb8f-cd6d366d2400,410,2026-02-03,output,4417.74,Pago de Netflix
8ff8b0b7-1f1a-429a-ac5b-63b4dce81430,412,2026-02-03,output,2951.54,Compra en farmacia
2b1201c4-bafb-467b-b466-faa469565153,486,2026-02-03,input,6258.12,Pago de nómina
8484bf7b-49a0-4689-aa3b-b71fbe336326,537,2026-02-03,output,1019.06,Compra en Supermercado
90adc4ec-f88f-4b75-94b9-d507143e4140,130,2026-02-04,input,9634.2,Devolución de compra
743f2616-316d-4d5b-ad0e-7db7ddecc884,170,2026-02-04,output,2849.27,Suscripción de software
141bb778-0d3f-4284-ad3c-aae51406a8dd,397,2026-02-04,input,13103.5,Pago de nómina
d1196d1d-e01f-4867-8def-b9ec602ed506,435,2026-02-04,input,7377.67,Transferencia recibida
8f76b709-8fff-40dc-9736-90030a10d9ae,454,2026-02-04,output,216.55,Compra en librería
d2335c57-cd28-4bd1-88d8-61b408f05600,170,2026-02-05,output,2520.14,Gasolina estación de servicio
465f223e-05a1-4bf7-9855-c6a2441c0ab7,175,2026-02-05,output,4192.47,Compra en línea Amazon
ee193a02-f061-44c0-8fd3-809260b7b5c2,178,2026-02-05,output,3505.1,Pago de Spotify
69e789fe-0da3-425f-8aac-aed46f5ed84d,217,2026-02-05,output,2829.99,Compra en Uber
457a3464-4ba8-4720-9627-ddffc0296ffa,225,2026-02-05,output,4633.93,Pago de Spotify
ee1e312f-6481-424c-98df-46a6fc89b216,289,2026-02-05,output,4992.51,Compra en línea Amazon
4581c637-ae1e-4bdb-8f29-557193a0736f,304,2026-02-05,input,10016.28,input por reclamación
f516b8f3-436a-48b9-9fcf-1b9a44bb38ec,360,2026-02-05,output,1668.57,Pago de Netflix
5a0006c1-49c5-4e5a-a334-84c86a1d73ea,469,2026-02-05,output,1851.49,Compra en panadería
3adaabe8-7077-4c06-b389-c3b8f3747345,479,2026-02-05,output,3402.5,Compra en línea Amazon
5d80b3b8-1545-4041-bb53-d7d8e9c23d8e,503,2026-02-05,output,4219.2,Pago de internet
720b59d0-1f67-4c9e-a04e-e0581108469c,542,2026-02-05,output,3454.25,Compra en panadería
7de3b890-0eb0-4f09-9772-7f6f01c8a1c2,548,2026-02-05,output,4490.41,Compra en Supermercado
398b1f7c-2b31-402b-a372-de1a06c8c50a,140,2026-02-06,input,11743.64,Reembolso de servicio
089447a6-37c1-472e-b75c-52e5f1b58f95,185,2026-02-06,output,1282.66,Gasolina estación de servicio
912d1807-71bc-4078-8be5-11c7352e6aad,250,2026-02-06,output,1389.77,Gasolina estación de servicio
42ab8ee6-c9fa-4155-a862-3926f8bae2dd,434,2026-02-06,input,4167.04,Transferencia recibida
879b83d0-af75-461f-a758-20af638b0bd9,469,2026-02-06,input,6901.89,Transferencia recibida
cfb67f6b-ec85-4617-8a0c-8b5464f1499d,475,2026-02-06,output,423.43,Pago de Netflix
70bf8fde-32e8-4cdd-b17b-1c0a872d6851,494,2026-02-06,output,18.48,Pago de servicios públicos
17d6a604-03bc-49d3-b21f-a52a7b03c800,542,2026-02-06,output,3850.59,Gasolina estación de servicio
e7afdc51-27e1-4120-b33b-545d40c33573,281,2026-02-07,output,2786.61,Pago de gimnasio
8b13f671-f92d-4098-a4f5-52a61a058d83,284,2026-02-07,output,2766.95,Pago de telefonía móvil
efc4aecc-44c5-4998-9e1c-87cb253ff7dc,567,2026-02-07,output,3374.03,Compra en cafetería
2e5d1356-24a8-46f4-9563-7be7396436b2,123,2026-02-08,output,438.34,Pago de Spotify
053b29e9-4242-4379-b15e-dc117f143947,229,2026-02-08,output,1906.97,Compra en librería
f3dcb8d1-fd94-4540-bf0c-c118efb6f0d9,339,2026-02-08,input,9664.38,Reembolso de servicio
1bab49c6-ff53-4880-89a7-d1b4db196e56,459,2026-02-08,output,161.38,Compra en electrónica
b2e04f96-b9c1-4a64-985f-98962c50b89d,155,2026-02-09,output,3069.99,Pago en restaurante
b654d72b-20a9-41f4-9174-9a2ea8377483,207,2026-02-09,input,2440.27,Pago de nómina
113e7e96-5faa-400a-ad92-ce331f30fd5a,361,2026-02-09,output,3991.62,Pago de Netflix
4b9189ef-c18d-4bbf-9eec-e9e98712193c,378,2026-02-09,output,3512.43,Compra en electrónica
bbdc8b01-1ff1-47b7-9599-621f981b2955,509,2026-02-09,output,840.86,Pago de gimnasio
f57d1e66-997f-4dbb-994e-514f1354e51c,538,2026-02-09,output,985.02,Compra en panadería
27f33c92-8630-4943-992e-953ecb883b62,115,2026-02-10,input,8402.44,Devolución de compra
86b1967c-0d39-4ff6-a383-e48baaed0085,387,2026-02-10,input,3363.42,Depósito en efectivo
0ccd0003-2351-4c7b-aff0-56be9d1b2fa2,395,2026-02-10,output,578.54,Pago de telefonía móvil
c10eebf4-740a-48c9-b0e5-0d52f3fb199d,143,2026-02-11,output,2161.05,Retiro en cajero ATM
96758d6b-f371-4298-a8a1-fe26682d2255,172,2026-02-11,input,12106.85,Pago de nómina
bec734ce-e47c-497f-9a12-88f574f574be,356,2026-02-11,output,3794.71,Compra en Uber
d8dbdbf3-3231-40fc-a708-773e7234b313,383,2026-02-11,input,4338.18,Reembolso de servicio
d8b64fd8-73e3-453e-9f93-f88cd1b40a1f,497,2026-02-11,input,14350.74,input por reclamación
c4f080f2-2a93-47a6-b8af-0e5ffea079bd,120,2026-02-12,input,10108.4,Devolución de compra
cde7b5d8-412a-418e-bd1a-ec108560acf3,123,2026-02-12,input,14565.68,Pago recibido de cliente
b4108b9b-243e-4bd0-92a3-871c9219787b,313,2026-02-12,input,10183.63,Bonificación bancaria
5a869a09-1ffe-412f-8263-34815d8e3be4,333,2026-02-12,input,275.49,Depósito en efectivo
